영화코드,코사인유사도,c_index
17300,0.8507592595600577,1271
76633,0.6507075532136525,1280
125675,0.5656854249492381,1301
36975,0.8206204062249962,1305
31610,0.6764079149030511,1310
31207,0.5943458742805514,1319
44240,0.8501658062233706,1338
50150,0.9411764705882351,1354
50143,0.667550962465194,1361
31043,0.6484805619539308,1370
119424,0.6410555383919977,1383
55807,0.5131635758180132,1412
76725,0.6704121032346965,1430
2073,0.7346938775510207,1440
11894,0.7782859179378886,1480
40720,0.5748745425932092,1485
99995,0.5574705370591707,1529
60784,0.6939697602800539,1547
75962,0.78504627312565,1576
96842,0.564037223758124,1579
120165,0.8110486091408783,1583
29872,0.6587819440721734,1628
2914,0.730610456830725,1657
24069,0.6902754748536153,1676
18825,0.8722030011734012,1704
75054,0.6559815035160779,1711
81555,0.6121350825936471,1724
45069,0.616438112877236,1749
48408,0.6998542122237652,1772
15074,0.8758056659898403,1781
29606,0.6837661789184635,1790
18476,0.6460262027068422,1791
30713,0.7469464505551053,1792
142699,0.699681330440979,1796
59607,0.6483402779031692,1800
13818,0.7005054800922477,1801
15486,0.6754027673502876,1803
17300,0.796433804648274,1810
42768,0.8235681882289433,1826
31875,0.5274987493838734,1831
62175,0.8437434416280432,1832
103746,0.5468983695869982,1836
134709,0.682353867094023,1840
51691,0.6119872184866175,1858
3524,0.9608354007928895,1879
87074,0.7071067811865476,1888
66764,0.8074777050060549,1909
13505,0.8220884759834433,1919
121332,0.6446853907089787,1924
100495,0.7054634373878252,1981
39798,0.6502496282547431,1988
59306,0.6549580092743351,1995
70876,0.6618509817873464,1996
24492,0.9411764705882351,2002
19074,0.9666295470957653,2009
61385,0.6538813489580341,2010
42535,0.5261247464626074,2031
84892,0.7336113764052085,2035
15378,0.6656065594710677,2040
108732,0.7919164021658867,2042
97845,0.644680621575512,2045
14541,0.7387675970630376,2061
15727,0.647421420438673,2068
14864,0.6644767123400848,2070
144483,0.796457897361767,2099
20447,0.6077434659642292,2115
17300,0.8052302501001988,2122
40254,0.5542061947030136,2161
135816,0.6122875528507215,2177
73998,0.7658773332398638,2180
139815,0.7581005191996046,2190
121907,0.8443584662875667,2207
19072,0.9054718649081258,2218
32413,0.8360271420629288,2228
45100,0.670609740022149,2238
45894,0.7594256702224661,2258
31628,0.6767027614199,2259
40857,0.7578747639260242,2266
65648,0.7493907499417254,2383
65649,0.7493907499417254,2383
65650,0.7493907499417254,2383
136565,0.611771089619457,2389
4160,0.6559215384332722,2390
103137,0.6749523005205802,2391
11204,0.8169673422905582,2392
29579,0.8492243508711729,2423
107209,0.8808316963072539,2431
29872,0.8440168831614067,2433
128416,0.7242267026034946,2463
33507,0.5635778121341976,2464
66100,0.7476638086173211,2469
96165,0.6645528233045094,2474
80457,0.6127693563031124,2477
32387,0.5921573570364246,2478
60032,0.7328717717402298,2501
62094,0.7786484623567805,2503
50151,0.6444578365087975,2508
26355,0.9838667696593352,2513
82864,0.7842702942431314,2516
36745,0.6403786482205698,2517
92992,0.7583625774619976,2533
31328,0.8166638031998225,2534
12625,0.6304850388711358,2536
76431,0.6504013754956368,2538
113443,0.7218689267767687,2547
66779,0.7152096155032109,2551
55237,0.6570171590753401,2575
39619,0.6384115787881095,2595
30804,0.8000000000000002,2601
33849,0.5739515018660717,2608
40857,0.6725651731514501,2612
27352,0.8429871356822427,2614
116215,0.6182793170172777,2627
136577,0.8645137752660726,2646
39619,0.5816158872099246,2692
116829,0.7210111795291975,2699
15293,0.709618005803723,2701
110620,0.6350111135572037,2708
67874,0.63836717690617,2711
26872,0.8791333609701096,2712
134707,0.6178557003413291,2721
50008,0.8844598251298084,2722
13857,0.8932678788884915,2753
100671,0.5674657371017597,2786
65920,0.6824419713032893,2792
55960,0.7235071507095642,2794
15095,0.7993601242868233,2795
113443,0.7564925832119372,2796
71252,0.5454545454545454,2797
112810,0.5454545454545454,2797
137709,0.8076146605238925,2800
10662,0.8274473916652028,2801
57651,0.8274473916652028,2801
123187,0.6010588805903001,2802
123196,0.6068411518045914,2804
32134,0.5736412356465498,2805
125232,0.5770647816895481,2817
142666,0.7270681965357544,2838
11289,0.8231995635975914,2849
39602,0.5440352203049914,2865
138758,0.6876620173279661,2875
126293,0.6787332799508162,2879
47273,0.6741427768878016,2880
31062,0.5980781920491905,2882
20309,0.6682252287617423,2884
51456,0.6415671491769538,2886
135835,0.6347495365845712,2888
69757,0.7479633122755215,2889
88787,0.5291813189949289,2891
115974,0.5970852981029648,2895
15262,0.5972786198561979,2912
26492,0.9666295470957653,2940
81984,0.5339041809065518,2947
26410,0.9420201913994576,2949
39034,0.4696792922414343,2951
58539,0.774763969961958,2952
64049,0.5524094906822645,2955
86933,0.7168413160869929,2956
52272,0.7085931069942216,2957
52071,0.5933549384145844,2958
56744,0.5778989177761146,2960
64329,0.7515230705243194,2962
72075,0.696390581411681,2970
131222,0.9333580870007716,2981
58629,0.7088981191398668,2993
117604,0.7654391369161524,2997
48472,0.6122448979591837,3008
129181,0.6101915316471406,3016
52040,0.5760201002786951,3017
57940,0.7942277779310377,3020
43511,0.5766877281779165,3077
56337,0.5661670378859208,3087
92363,0.6496016706933638,3088
120811,0.7352488083219288,3099
124189,0.7355956099098512,3127
112612,0.9072073310242579,3128
25924,0.7187153350355121,3135
35814,0.9544511501033222,3155
52599,0.5834360337296115,3157
119349,0.545259673854227,3158
55067,0.6702445479428686,3159
142200,0.68265056813956,3162
11544,0.7304785682256381,3182
51616,0.5998304811811159,3192
27283,0.8972859897683055,3197
41605,0.5600652465067989,3203
39649,0.8234592172719268,3207
101200,0.7296970519244592,3216
34295,0.7913271077093786,3219
30803,0.9731563947920566,3225
63990,0.7504887720924001,3231
56527,0.697627018845393,3232
90202,0.7660323462854265,3263
18869,0.7080858657157897,3268
29725,0.6862306063869867,3278
122579,0.6968191521919342,3283
122601,0.5414539490060372,3351
34926,0.7191557348787941,3354
118248,0.6986693233130749,3356
11544,0.7750278396781759,3362
10707,0.8702563579976228,3365
14577,0.626627825675295,3366
15293,0.7228784595547361,3415
42774,0.9544511501033225,3449
46977,0.6371427416979389,3467
39141,0.6146490111791991,3478
68855,0.9705627484771407,3496
77179,0.5837870053286677,3498
133896,0.7135701953534539,3519
26872,0.6711195795495511,3521
56121,0.7328965869479646,3530
140867,0.7543205470757349,3532
29862,0.7185202905818663,3545
127923,0.766447335635455,3601
3637,0.96551724137931,3602
82271,0.7999915117990114,3646
84816,0.6146141009911573,3691
111670,0.6576004634960895,3694
66820,0.9397433403253159,3700
38707,0.5434222891218662,3708
114731,0.6060657095254662,3711
86941,0.6776893457499467,3717
47681,0.7316366436081032,3739
120409,0.5889151061992671,3741
130116,0.5414469591571928,3743
52303,0.5641852615720192,3747
32140,0.5753363924754024,3748
50865,0.6058522453746062,3749
17786,0.737587978751726,3750
49119,0.6545287414314226,3786
114571,0.6730447343273673,3810
17085,0.7017543859649121,3813
79016,0.7227309644710054,3818
42768,0.87142128562913,3820
51230,0.5512973602573177,3824
129677,0.6601434421468795,3825
18066,0.6764079149030511,3827
27297,0.8944271909999159,3843
143552,0.6996107685121167,3868
18636,0.6031554184647434,3871
30249,0.766651877999928,3910
44023,0.810192691720516,3931
131744,0.853658536585366,3932
111055,0.7570441340143651,3933
25240,0.8808655830423078,3940
3413,0.8166005071966143,3947
55238,0.8025322079635872,3987
28768,0.92033408528401,3989
87749,0.6202250590887154,4012
24228,0.7054067540434753,4066
120534,0.6084474423067981,4084
61287,0.5442672845968679,4085
10085,0.9333333333333333,4092
28906,0.7636433100206642,4106
105693,0.8372110752332177,4135
101505,0.4442213580728162,4136
140091,0.8405319961480503,4144
121882,0.6374313214863603,4148
10483,0.7176535278133565,4942
86509,0.8694350054679868,5148
118910,0.8694350054679868,5148
120459,0.8694350054679868,5148
39542,0.7963952969002266,5166
2633,0.9282032302755092,5225
29901,0.72472346252807,5368
34727,0.664495110474056,5458
16110,0.6309966224627443,5492
85644,0.4540124647484619,5501
110148,0.6816862059611326,5585
81079,0.6278466423963734,5619
57786,0.6366205921736658,5620
39083,0.7098839517881244,5630
13145,0.6827623872771008,5636
36575,0.624021645152656,5660
45020,0.7695392121409381,5675
54874,0.7695392121409381,5675
87047,0.8003202562562871,5685
51616,0.6222796216147342,5725
123745,0.5682630770122777,5731
42672,0.8164965809277261,5756
114767,0.6191281188629395,5830
3235,0.9666295470957653,5832
74307,0.8070953950665807,5836
142267,0.6502496282547431,5852
3810,0.5924845653935558,5922
3717,0.7931406388761882,5937
109590,0.7384615384615385,5940
34484,0.9565217391304348,5997
137825,0.7742582772062216,6012
46340,0.7135241766829662,6025
121918,0.6897029227325024,6034
117904,0.6871984856498587,6037
36468,0.554508994745492,6085
58057,0.836491671248393,6092
3373,0.8971962616822429,6101
11986,0.9664524594235747,6120
75584,0.6604848821561484,6125
105754,0.8055484294032254,6157
82271,0.7857157977651609,6166
12066,0.9736659610102758,6221
123504,0.6562535020505559,6251
120388,0.7995554832566827,6253
129771,0.6046112420932913,6259
31580,0.749687032813029,6266
129361,0.6518706776450596,6303
129018,0.6737638342014443,6308
23819,0.6018883061935152,6315
29898,0.6018883061935152,6315
1176,0.7460041992233003,6358
96938,0.6410609526875378,6360
29561,0.5943929677136123,6364
114731,0.6862306063869867,6367
135533,0.5479905834327402,6368
79016,0.7220434827501215,6374
96927,0.6601530290084024,6397
95983,0.5840670530705943,6432
49635,0.8164965809277261,6457
52272,0.641209523533399,6465
4088,0.682792784050128,6466
56307,0.6103170970158132,6471
16413,0.5184382756508723,6517
82869,0.5131635758180132,6521
45871,0.4889647278199197,6540
34618,0.6149549671808666,6560
78915,0.6617897418783841,6573
66997,0.5597098814417804,6588
123533,0.6806592777375673,6591
2726,0.6673760136120658,6627
18511,0.9666295470957655,6644
18512,0.9761769634030311,6645
1829,0.7084973778708189,6654
80635,0.6785002635394349,6658
37095,0.593148897532106,6663
71760,0.5650354826521339,6679
18476,0.7448464982356949,6739
34510,0.75,6752
70290,0.6896152906775878,6757
134961,0.5427221274528751,6783
114184,0.7393146818237366,6792
29516,0.6153846153846153,6793
104444,0.6721396290986295,6794
84300,0.5789292320030028,6795
96942,0.5799876034083116,6796
3332,0.6832282522984339,6798
116940,0.6644951104740561,6801
85457,0.6372369233457863,6802
49511,0.7362784192866041,6808
38125,0.6460699936252721,6809
90957,0.61088283865697,6814
35744,0.7573970761570069,6816
10207,0.6923561128211045,6818
33971,0.7560257548963687,6830
10894,0.6910075608801026,6831
52071,0.5866167312100795,6832
11357,0.8470588235294119,6905
55525,0.5343528907946499,6927
66764,0.7048667838605907,6928
51426,0.6253628874245452,6935
62602,0.714758775522129,6941
35432,0.6146722606773612,6945
14104,0.6832366320382387,7019
12263,0.649196381288463,7026
69607,0.6545742852580363,7032
4088,0.9913998553594411,7038
3335,0.9677419354838709,7045
37105,0.7191977116825189,7046
133,0.6352369366316256,7077
28806,0.5731103213538217,7136
35814,0.7254066242052569,7143
118367,0.8068985317397083,7145
36067,0.8307150460114168,7146
36082,0.9365712810650499,7155
18271,0.9370922428715875,7164
29897,0.8568447007055432,7165
114301,0.8738735664048463,7167
18271,0.7647243658128271,7168
111469,0.6803767000333913,7224
3914,0.9799919935935926,7271
52215,0.5798550793484801,7274
102383,0.6535608595794281,7344
12637,0.6709501793355703,7350
4160,0.9230769230769229,7356
34964,0.7981045740122944,7415
36490,0.983866769659335,7455
28891,0.7898121963285339,7489
3961,0.7595565177081121,7518
116212,0.6421506110947106,7541
36944,0.9544511501033223,7550
58529,0.7751567081821971,7556
115390,0.6942729471197125,7580
36554,0.7600601033021114,7607
30652,0.7765158067732393,7613
114998,0.6811059575747278,7632
76623,0.7118223076011029,7649
18585,0.9494121539825157,7660
118614,0.8080111055451267,7661
50105,0.5908064632187322,7662
28761,0.6278824655130046,7663
72270,0.6838834766545049,7664
35432,0.5865208902122807,7671
32465,0.8425497008378561,7673
115883,0.581693873300145,7696
36551,0.7750724481376093,7698
81312,0.7284913746236831,7706
31328,0.8875360025584065,7707
63518,0.6447705340684831,7712
131972,0.5688122381394451,7715
75962,0.7084973778708189,7716
43611,0.752290138402147,7717
4275,0.9723714543313219,7718
45496,0.7838675070744239,7726
14156,0.725735677006488,7730
39969,0.6424822160511506,7736
86997,0.5864932432901188,7742
81723,0.6100880343376561,7749
70379,0.6319309260654912,7750
40299,0.6610581433956727,7752
114334,0.6861145049304272,7791
34437,0.8098169752929429,7802
33019,0.807386027912457,7821
92312,0.608695652173913,7829
140773,0.5930163870949356,7830
143408,0.6977084897036397,7841
73086,0.5751534032997979,7889
105874,0.7059312118590845,7919
73194,0.696323979376164,7922
63988,0.717290204877632,7935
51232,0.6677010708443785,7938
107496,0.6322368970411154,7946
102970,0.6433694792252417,7949
60163,0.6071784983064226,7951
104268,0.6158163822114641,7963
32071,0.6085198545620228,7986
112064,0.6737629631110927,7990
84946,0.5487392458838433,7991
96794,0.6615311392276063,8001
13611,0.8978469174136366,8002
73343,0.7672928618147727,8004
36707,0.8527166068395465,8009
38877,0.9411764705882351,8027
24231,0.7380126496157915,8032
33584,0.7380126496157915,8032
82134,0.6963465152361216,8051
40452,0.673450410746541,8054
116215,0.5953930505574124,8079
51494,0.7449985791932968,8083
109708,0.700832780050596,8084
61159,0.4892152583534209,8086
35693,0.5056059140440284,8087
143567,0.6091514405197478,8138
122886,0.5464704829391557,8139
54702,0.6165733125028077,8145
18672,0.769173105868226,8146
36745,0.8712871287128712,8151
137846,0.5499108413690029,8153
131671,0.6028957616036243,8154
126749,0.7036206282278118,8270
55687,0.9666295470957655,8294
88468,0.8123727556304557,8295
140693,0.5282722406896324,8315
38707,0.9333333333333331,8336
120411,0.6930869936054436,8354
52030,0.6872275359026704,8363
112183,0.7391415334970138,8379
54460,0.7683429833887966,8391
75624,0.6510057265541349,8416
96625,0.6951219512195121,8417
74847,0.915132051506484,8436
49616,0.7103165358188358,8437
54822,0.6940185134763208,8446
70377,0.7370005525572849,8455
62397,0.6512958037200222,8471
38690,0.7993398429005444,8494
117638,0.579391944299996,8506
4127,0.6326638237441061,8507
95910,0.5769080584672492,8568
81347,0.6811059575747278,8576
55665,0.6929166921368082,8583
125232,0.6793493881759478,8592
81423,0.7903471027926431,8621
61941,0.6786478321625173,8639
39651,0.96551724137931,8641
10413,0.6478923819349366,8666
32063,0.6478923819349366,8666
104231,0.7120269021531992,8672
82774,0.6258639865002145,8679
14156,0.7115580361515419,8683
55426,0.6351994140862212,8684
32752,0.5748745425932094,8685
97820,0.7245251180774541,8690
144883,0.6866833345096307,8713
124609,0.7355442520410014,8750
47544,0.7274861218395141,8754
54855,0.6879545883437227,8781
120409,0.6616768249657331,8788
73329,0.6323712721078568,8799
112564,0.938129693255584,8804
134345,0.6706793844436555,8813
136160,0.6706793844436555,8813
41728,0.9333333333333331,8814
33009,0.5984714010294344,8855
91477,0.5076943929134331,8860
106733,0.5076943929134331,8860
92768,0.6973450436926929,8865
68284,0.7311167766227782,8880
130999,0.690897165624381,8881
123187,0.666470910578317,8882
45054,0.6727170451640982,8891
124731,0.5685645488312301,8902
90957,0.5928816692456782,8906
10003,0.7418876236338057,8910
2839,0.7418876236338057,8911
13483,0.7619047619047619,8929
39290,0.9761769634030311,8979
2362,0.9033965123739761,8984
39044,0.5857864376269051,8993
82884,0.634223707225483,9002
130211,0.6480761259363725,9023
135010,0.7820187472369281,9026
16820,0.7136272160014561,9027
57534,0.5841108922795306,9028
13943,0.6995147359923319,9029
69462,0.6061273105218797,9063
2812,0.6599587709168736,9092
103746,0.5587584693833224,9157
82742,0.8923654365226048,9293
44650,0.5854683934726503,9466
27545,0.7714471805992317,9477
1789,0.8008146512991974,9556
33416,0.7017236179671259,9580
109708,0.733091036022289,9608
52463,0.7245305681757821,9609
30287,0.5195493776154347,9610
55154,0.7984145205023878,9611
75522,0.7220593586958953,9631
134828,0.6724299730842187,9633
133087,0.6581379006552776,9634
57513,0.707124073043737,9636
64123,0.822823717595273,9642
104444,0.6433631811869159,9658
59975,0.6848199203030807,9759
137373,0.4714045207910316,9769
101028,0.7111379306151699,9786
49616,0.6520221278563074,9799
19268,0.5199909278131079,9820
33833,0.754727190521726,9832
136529,0.7055782123922215,9851
29444,0.674300889074124,9859
30685,0.6015320259184574,9862
67288,0.7496061482593476,9870
75522,0.7059071099308714,9878
134709,0.7871004081751115,9885
91262,0.6389098320244582,9887
74523,0.5561397735641608,9925
64557,0.7068281041682487,9926
52444,0.891314798837105,9946
135163,0.7406900835745258,9959
3438,0.7322543623432993,9962
47598,0.7663328942747655,9968
122217,0.7973638442471441,9980
92083,0.6917036795609911,9988
79352,0.9726780978160511,10009
24517,0.8266475843985727,10019
56250,0.8266475843985727,10019
92861,0.7444044700591964,10021
125355,0.6840462145943574,10022
66820,0.7302172130961991,10029
17249,0.7864706675992219,10047
104063,0.4919614952274781,10080
25821,0.6158391562574421,10094
113781,0.6158391562574421,10094
25821,0.6158391562574421,10095
113781,0.6158391562574421,10095
125924,0.5998385024298062,10104
134556,0.6007927329603439,10110
64155,0.5050964986832849,10116
16749,0.6338543258808672,10118
143032,0.641020069984014,10128
63049,0.766447335635455,10132
69955,0.5988717508081184,10153
52148,0.6078391529019656,10154
92292,0.8488547408464819,10172
109390,0.6666666666666669,10188
14186,0.5736459559637838,10192
92052,0.7088761776287287,10193
70712,0.6298282891020688,10208
119049,0.6437497794169854,10211
39044,0.6603265434429492,10213
65876,0.6154812569727924,10217
30588,0.8507964299650173,10218
93715,0.619334522432905,10220
58494,0.5638475119349844,10257
59864,0.6100918145448652,10258
68800,0.617220675183589,10274
88139,0.6195351878951826,10282
136367,0.7934028496954814,10284
33837,0.5184815923611964,10288
72452,0.5702805484381346,10290
47207,0.657955231793295,10296
45576,0.6764079149030511,10297
108424,0.6693430461457868,10301
91735,0.559175276330606,10304
75880,0.8179433646147699,10315
104168,0.6863686981233047,10318
70767,0.5028897333443081,10320
109614,0.7224859392052201,10322
60032,0.7064678129819831,10337
29928,0.79209997501698,10338
91939,0.7785390719815306,10340
69859,0.8004453109121833,10356
97253,0.6285714285714286,10371
16846,0.7446141666675574,10379
125937,0.6979560099202027,10380
129480,0.7669932821217637,10385
49634,0.6904423493034845,10409
64524,0.5832422120193873,10410
17224,0.798364103002949,10411
33087,0.798364103002949,10411
102527,0.7567567567567569,10412
83985,0.7726023315443704,10414
97820,0.6816862059611326,10415
98591,0.7071067811865475,10416
39219,0.7244602047687386,10417
97053,0.6004695758750421,10421
76586,0.4580339925615416,10422
40026,0.6967597119042829,10423
42777,0.8033238535152536,10424
116829,0.759868555415284,10431
121117,0.6758507557415557,10455
132717,0.7084973778708189,10512
18753,0.5,10524
69563,0.5,10524
69574,0.5,10524
116215,0.5353928397093822,10527
93931,0.66567716379853,10582
33215,0.7199731792908138,10599
1689,0.534690135714172,10638
62169,0.534690135714172,10638
103288,0.6722205690100385,10640
12193,0.737379096526229,10669
109389,0.5559893179579538,10686
143408,0.7228797035598766,10695
97371,0.7724873230547442,10731
65474,0.6762473108091333,10738
47487,0.7010984028437887,10760
16258,0.7296057140930889,10762
100353,0.7501663540516974,10767
114741,0.7676266441350638,10769
4138,0.631578947368421,10782
12900,0.7784350747785993,10784
25677,0.5870562460920302,10785
105155,0.6706793844436555,10793
36997,0.8788622849571982,10797
11024,0.6717557251908396,10807
93970,0.5927034866470545,10816
55678,0.5461984484387905,10817
11101,0.8633664936810436,10823
60003,0.6986814930872575,10848
131816,0.6320005647292016,10854
129754,0.8382688280038245,10856
15366,0.8756816764820456,10863
38273,0.6781472367829132,10864
65024,0.6781472367829132,10864
123107,0.5050762722761053,10880
52345,0.6475794080675902,10890
63224,0.8142905142631752,10902
33360,0.6916539860363394,10905
11773,0.8460422936879107,10912
116940,0.5319782859319823,10914
132454,0.7641079324791101,10921
137825,0.7393146818237366,10925
62178,0.6114559408165208,10929
89742,0.6642304611600789,10952
10109,0.8250451034148472,10974
31622,0.5648303993178663,10997
92996,0.5505200353495919,11004
114741,0.7506371465372145,11006
15798,0.6256565003716471,11007
140877,0.8578862001902262,11011
54333,0.8331962582504174,11014
30734,0.8592010422106048,11017
58057,0.828674914935852,11037
119934,0.7625380913825248,11040
64239,0.7636085743251629,11061
11423,0.9333333333333331,11068
117879,0.6960539464805152,11069
49651,0.6194579997824269,11072
32382,0.9544511501033223,11082
16417,0.6232071610220138,11091
107232,0.6560892057186665,11095
102383,0.8040716960416654,11100
64539,0.6428571428571429,11104
127973,0.5693477724015595,11109
11064,0.6153846153846154,11111
49511,0.6042869073190241,11114
85330,0.7116610093804825,11115
15858,0.8107394042847822,11121
116412,0.6816161125114506,11128
69859,0.8302102079323718,11135
10194,0.933491669175985,11141
60577,0.7856719474369,11147
136742,0.5926231148203378,11148
41657,0.5882460142107354,11154
100680,0.6299214424241769,11155
136576,0.7652904560630115,11170
63921,0.7275373922328129,11172
138191,0.5013614608560306,11173
11656,0.7563257829939674,11175
86941,0.7556632175873838,11192
111431,0.6857926664981864,11216
51625,0.6389098320244582,11247
74722,0.5797958971132713,11248
83340,0.6821164199600992,11256
27560,0.6976744186046513,11270
52233,0.6976744186046513,11270
1067,0.9442719099991588,11272
132454,0.8208333582152146,11279
10941,0.9215786665375602,11303
109982,0.7620023360821577,11304
15818,0.6193345224329049,11315
104397,0.7393721630625515,11321
21102,0.8501020978275952,11325
24231,0.5277589976587157,11327
33584,0.5277589976587157,11327
74432,0.6604585877080384,11335
4116,0.7279220613578554,11341
11024,0.9666295470957655,11344
60914,0.6610090339665561,11359
96446,0.8783359898078517,11362
23750,0.4866389660287542,11363
101505,0.4442213580728162,11364
134249,0.6289806101038582,11370
69169,0.5617021276595744,11378
29207,0.6648733079268905,11381
108263,0.7245251180774541,11382
122843,0.6884889914609578,11383
69098,0.8488547408464819,11389
1850,0.7185598182611068,11390
30184,0.5460623926769181,11397
70325,0.8201492551622606,11410
10196,0.8884350224935594,11420
135157,0.5392818131458038,11422
39717,0.8058614456029431,11426
10342,0.7416130496473906,11439
38283,0.6685108380090404,11465
117520,0.7543909561182847,11466
27246,0.9544511501033225,11467
115255,0.6156351652327929,11469
15798,0.8162935488764095,11476
34355,0.5932654160767156,11477
37818,0.6940093517597095,11479
110567,0.5753229598583088,11483
69965,0.7116509778345339,11488
59864,0.6995717319591144,11497
29041,0.6615845382496077,11499
113069,0.6205855437489022,11502
59864,0.8164965809277261,11503
44996,0.6036479099387505,11509
65557,0.7701033749866861,11520
38305,0.8645257915705337,11527
40989,0.6615158090409234,11528
91640,0.5888039498589344,11535
137709,0.8188002120554574,11540
31464,0.5699538495482077,11574
41240,0.7457787919697092,11575
59204,0.5252271757299972,11578
102569,0.6876117606884676,11580
64086,0.520281028543333,11582
82400,0.7030499496135448,11583
14274,0.5135535278445867,11584
1829,0.7645072939863551,11605
107154,0.6088201746851675,11618
56669,0.8247425810245311,11622
86956,0.6674090580846892,11638
15798,0.6879664735648635,11639
29530,0.7296970519244592,11644
47841,0.7651489631157522,11671
10109,0.8250451034148472,11676
62665,0.6060606060606061,11679
59305,0.6938124747766408,11688
144483,0.6364984015856137,11690
29725,0.6878078755189991,11695
120411,0.5603049438429349,11698
31385,0.5865516885571521,11712
119592,0.5675747612442124,11715
2914,0.7181426608981545,11724
98799,0.6592590973648631,11740
84595,0.8541019662496845,11741
118056,0.6414150323295845,11748
106488,0.766447335635455,11752
119146,0.766447335635455,11752
128202,0.6394668103319966,11754
2893,0.6026773902777818,11765
103528,0.6026773902777818,11765
10939,0.9442719099991588,11774
84207,0.634223707225483,11788
81044,0.7546467438655816,11811
14338,0.7756944908127028,11815
39969,0.5986232504174289,11821
131012,0.7851337830982702,11830
68793,0.6832282522984339,11831
59127,0.7927461647244859,11832
51754,0.854368932038835,11835
50865,0.6235949858639922,11841
140869,0.7492718902082482,11846
42584,0.8796801161071875,11852
55399,0.8796801161071875,11852
101485,0.6390504368215988,11858
63495,0.5221064883996234,11897
2914,0.9442719099991588,11929
87529,0.7567567567567569,11931
81470,0.7170757582595342,11958
2893,0.5801931146381846,11970
103528,0.5801931146381846,11970
58776,0.7797997786681612,11998
31207,0.4772144907736386,12024
13857,0.9521207932971966,12042
30655,0.7038992368602695,12059
56255,0.5872260250478104,12060
78290,0.5872260250478104,12060
28118,0.713821337887254,12066
93123,0.6660310642765638,12068
33855,0.639289148937111,12069
70792,0.6001715617059206,12071
15499,0.8184011027109065,12075
96625,0.6822276029670116,12079
97438,0.6792938653654668,12080
40557,0.5229766590250249,12092
38223,0.4857066896592895,12101
122969,0.7151566448836727,12109
69769,0.6339745962155614,12110
41646,0.6969698439285333,12120
101656,0.7597986852660626,12128
39814,0.7205643356893883,12129
64239,0.78,12159
95699,0.6893092258090249,12178
26072,0.786582628005329,12194
65583,0.7206596288155814,12211
70661,0.7621528008294838,12228
130943,0.7789820938049965,12229
136074,0.7952720372856437,12230
2914,0.7630383271319614,12240
14338,0.64094115276312,12257
42768,0.5880008157012138,12298
121080,0.6832282522984339,12307
57159,0.5356079865749892,12333
69782,0.7785390719815306,12335
37978,0.9152877784344403,12337
52984,0.6935364179683141,12338
95569,0.7070396592146456,12342
27398,0.7664145867278845,12345
11656,0.9666295470957653,12348
29444,0.7172596401316773,12352
100967,0.6373925762859247,12410
90189,0.7543500823464906,12415
13505,0.7208660342205582,12416
135533,0.6180921316365116,12420
10672,0.7144163189820438,12450
